4
Semoji,-5.9698286,-2.4250004,7.0,0,10
Coins,5.766982,-1.5223478,1.0
Coins,5.744645,-3.2955904,1.0
Coins,5.8507595,-3.295625,1.0
Coins,5.81413,-3.295625,1.0
Coins,6.368779,-3.356929,1.0
Coins,6.2098584,-3.2298853,1.0
Coins,6.192676,-2.9988053,1.0
Coins,5.191927,-3.1612132,1.0
Coins,5.0474796,-3.0011487,1.0
Coins,5.7911625,-3.295625,1.0
Coins,6.049905,-3.305592,1.0
Coins,5.7711015,-3.300101,1.0
Coins,5.6845856,-3.218346,1.0
Coins,5.8107076,-2.946511,1.0
Coins,5.8544917,-3.1212234,1.0
Coins,5.6264257,-3.1091135,1.0
Coins,5.552881,-3.2889643,1.0
Coins,6.3604975,-3.0013866,1.0
Coins,5.1592784,-2.5830398,1.0
Coins,5.4365935,-3.11484,1.0
Coins,5.309752,-2.8000655,1.0
Coins,5.2866507,-3.0560038,1.0
Coins,5.5126505,-3.016816,1.0
Coins,5.9965816,-2.8286781,1.0
Coins,6.1762614,-2.7956233,1.0
Coins,6.3599434,-2.7662158,1.0
Coins,6.386072,-2.611274,1.0
Coins,5.3973885,-2.636788,1.0
Coins,5.11406,-2.8021228,1.0
Coins,5.1397758,-2.3869927,1.0
Coins,5.1990495,-2.1384995,1.0
Coins,6.07277,-3.1279817,1.0
Coins,5.344399,-2.395064,1.0
Coins,5.5542827,-2.5786881,1.0
Coins,5.899483,-3.0184445,1.0
Coins,5.640925,-2.7964666,1.0
Coins,5.5195704,-2.8863971,1.0
Coins,5.9650497,-2.5125854,1.0
Coins,6.0314183,-2.6517498,1.0
Coins,5.798966,-2.805658,1.0
Coins,5.8486323,-2.6916127,1.0
Coins,5.657585,-2.7136695,1.0
Coins,5.5673776,-2.480338,1.0
Coins,5.781552,-2.4601786,1.0
Coins,5.673776,-3.295625,1.0
Coins,5.4917145,-2.2776678,1.0
Coins,6.1173425,-2.1891065,1.0
Coins,6.144512,-1.9451653,1.0
Coins,5.5261354,-3.295625,1.0
Coins,5.6372166,-1.8728197,1.0
Coins,5.6261177,-3.295625,1.0
Coins,5.420929,-3.295625,1.0
Coins,5.691122,-2.2688575,1.0
Coins,5.824303,-2.1454103,1.0
Coins,6.1357775,-2.447222,1.0
Coins,6.324732,-2.427973,1.0
Coins,6.3566666,-2.1632338,1.0
Coins,5.9550943,-1.8802631,1.0
Coins,5.391519,-1.8285663,1.0
Coins,5.9887385,-2.2480872,1.0
Coins,5.687862,-2.0598502,1.0
Coins,5.4242206,-2.1091516,1.0
Coins,5.7722216,-1.7265838,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
HelperBalls,300.0,0.852504,1.0
Enemy,-16.5,3.8688745,0.55
Enemy,-14.0,3.8688745,0.55
Enemy,-10.893839,9.582953,0.55
Enemy,-8.535615,8.213619,0.55
Enemy,-6.1804924,6.846084,0.55
Enemy,-3.8253713,5.478544,0.55
Enemy,-1.4704936,4.110585,0.55
Enemy,1.0,3.8688745,0.55
Enemy,3.5,3.8688745,0.55
Chaser,100.0,7.540998,0.4
Platform,-6.0,-4.0,12.0,0.5
Platform,-6.0,-8.0,12.0,0.5
RampNoPic,2.0,8.25,-15.32,2.396,2.842,-8.15,-15.24,0.15
Platform,12.5,5.5,0.5,30.0
Platform,-12.5,5.5,0.5,30.0
Platform,0.0,12.5,12.0,0.5
Platform,0.0,-12.5,12.0,1.0
Door,-10.4,-10.0,
BallGrid,-15.5,80.5,0.075
BallGrid,-13.0,80.5,0.075
BallGrid,-10.5,80.5,0.075
BallGrid,-8.0,80.5,0.075
BallGrid,-5.5,80.5,0.075
BallGrid,-3.0,80.5,0.075
BallGrid,-0.5,80.5,0.075
BallGrid,2.0,80.5,0.075
BallGrid,4.5,80.5,0.075
BallGrid,7.0,80.5,0.075
BallGrid,-15.5,83.0,0.075
BallGrid,-13.0,83.0,0.075
BallGrid,-10.5,83.0,0.075
BallGrid,-8.0,83.0,0.075
BallGrid,-5.5,83.0,0.075
BallGrid,-3.0,83.0,0.075
BallGrid,-0.5,83.0,0.075
BallGrid,2.0,83.0,0.075
BallGrid,4.5,83.0,0.075
BallGrid,7.0,83.0,0.075
BallGrid,-15.5,85.5,0.075
BallGrid,-13.0,85.5,0.075
BallGrid,-10.5,85.5,0.075
BallGrid,-8.0,85.5,0.075
BallGrid,-5.5,85.5,0.075
BallGrid,-3.0,85.5,0.075
BallGrid,-0.5,85.5,0.075
BallGrid,2.0,85.5,0.075
BallGrid,4.5,85.5,0.075
BallGrid,7.0,85.5,0.075
BallGrid,-15.5,88.0,0.075
BallGrid,-13.0,88.0,0.075
BallGrid,-10.5,88.0,0.075
BallGrid,-8.0,88.0,0.075
BallGrid,-5.5,88.0,0.075
BallGrid,-3.0,88.0,0.075
BallGrid,-0.5,88.0,0.075
BallGrid,2.0,88.0,0.075
BallGrid,4.5,88.0,0.075
BallGrid,7.0,88.0,0.075
BallGrid,-16.75,80.5,0.075
BallGrid,-14.25,80.5,0.075
BallGrid,-11.75,80.5,0.075
BallGrid,-9.25,80.5,0.075
BallGrid,-6.75,80.5,0.075
BallGrid,-4.25,80.5,0.075
BallGrid,-1.75,80.5,0.075
BallGrid,0.75,80.5,0.075
BallGrid,3.25,80.5,0.075
BallGrid,5.75,80.5,0.075
BallGrid,-16.75,83.0,0.075
BallGrid,-14.25,83.0,0.075
BallGrid,-11.75,83.0,0.075
BallGrid,-9.25,83.0,0.075
BallGrid,-6.75,83.0,0.075
BallGrid,-4.25,83.0,0.075
BallGrid,-1.75,83.0,0.075
BallGrid,0.75,83.0,0.075
BallGrid,3.25,83.0,0.075
BallGrid,5.75,83.0,0.075
BallGrid,-16.75,85.5,0.075
BallGrid,-14.25,85.5,0.075
BallGrid,-11.75,85.5,0.075
BallGrid,-9.25,85.5,0.075
BallGrid,-6.75,85.5,0.075
BallGrid,-4.25,85.5,0.075
BallGrid,-1.75,85.5,0.075
BallGrid,0.75,85.5,0.075
BallGrid,3.25,85.5,0.075
BallGrid,5.75,85.5,0.075
BallGrid,-16.75,88.0,0.075
BallGrid,-14.25,88.0,0.075
BallGrid,-11.75,88.0,0.075
BallGrid,-9.25,88.0,0.075
BallGrid,-6.75,88.0,0.075
BallGrid,-4.25,88.0,0.075
BallGrid,-1.75,88.0,0.075
BallGrid,0.75,88.0,0.075
BallGrid,3.25,88.0,0.075
BallGrid,5.75,88.0,0.075
